uri	name	types	within	lat	long
http://aims.fao.org/aos/geopolitical.owl#Norway	Norway	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Oceania	Oceania	loc;http://aims.fao.org/aos/geopolitical.owl#group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Oman	Oman	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Pakistan	Pakistan	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Palau	Palau	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Panama	Panama	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Papua_New_Guinea	Papua New Guinea	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Paraguay	Paraguay	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Peru	Peru	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Philippines__the	Philippines	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Poland	Poland	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Polynesia	Polynesia	loc;http://aims.fao.org/aos/geopolitical.owl#group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Portugal	Portugal	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Puerto_Rico	Puerto Rico	loc;territory;area;region;nonself;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Qatar	Qatar	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Republic_of_Korea__the	South Korea	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Republic_of_Moldova	Republic of Moldova	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Reunion	R&#233;union	loc;territory;area;region;nonself;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Romania	Romania	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Russian_Federation__the	Russian Federation	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Rwanda	Rwanda	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Saint-Martin	Saint-Martin (French Part)   	loc;territory;area;region;nonself;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Saint_Barthelemy	Saint Barth&#233;lemy   	loc;territory;area;region;nonself;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Saint_Helena	Saint Helena, Ascension and Tristan da Cunha 	loc;territory;area;region;nonself;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Saint_Kitts_and_Nevis	Saint Kitts and Nevis	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Saint_Lucia	Saint Lucia	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Saint_Pierre_and_Miquelon	Saint Pierre and Miquelon	loc;territory;area;region;nonself;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Saint_Vincent_and_the_Grenadines	Saint Vincent and the Grenadines	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Samoa	Samoa	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#San_Marino	San Marino	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Sao_Tome_and_Principe	Sao Tome and Principe	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Saudi_Arabia	Saudi Arabia	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Senegal	Senegal	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Serbia	Serbia	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Serbia_and_Montenegro	Serbia and Montenegro	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Seychelles	Seychelles	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Sierra_Leone	Sierra Leone	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Singapore	Singapore	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Sint_Maarten	Sint Maarten (Dutch Part)  	loc;territory;area;region;nonself;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Slovakia	Slovakia	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Slovenia	Slovenia	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Socialist_Federal_Republic_of_Yugoslavia_the	Yugoslavia, Socialist Federal Republic of	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Solomon_Islands	Solomon Islands	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Somalia	Somalia	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#South_Africa	South Africa	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#South_America	South America	loc;http://aims.fao.org/aos/geopolitical.owl#group;area;region;continent;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6			
http://aims.fao.org/aos/geopolitical.owl#South_Sudan	South Sudan 	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Spain	Spain	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Sri_Lanka	Sri Lanka	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Sudan_the	Sudan	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Sudan_the_1956	Sudan	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Suriname	Suriname	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Swaziland	Swaziland	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Sweden	Sweden	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Switzerland	Switzerland	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Syrian_Arab_Republic_the	Syrian Arab Republic	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Tajikistan	Tajikistan	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Thailand	Thailand	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#The_former_Yugoslav_Republic_of_Macedonia	Yugoslav, former Yugoslav Republic of Macedonia	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Timor-Leste	Timor-Leste	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Togo	Togo	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Tokelau	Tokelau	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Tonga	Tonga	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Trinidad_and_Tobago	Trinidad and Tobago	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Tunisia	Tunisia	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Turkey	Turkey	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Turkmenistan	Turkmenistan	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Turks_and_Caicos_Islands	Turks and Caicos Islands	loc;territory;area;region;nonself;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Tuvalu	Tuvalu	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Uganda	Uganda	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Ukraine	Ukraine	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Union_of_Soviet_Socialist_Republic_the	Union of Soviet Socialist Republic	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#United_Arab_Emirates__the	United Arab Emirates	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#United_Kingdom_of_Great_Britain_and_Northern_Ireland__the	United Kingdom	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#United_Republic_of_Tanzania__the	United Republic of Tanzania	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#United_States_Virgin_Islands	United States Virgin Islands	loc;territory;area;region;nonself;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#United_States_of_America	United States of America	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Uruguay	Uruguay	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Uzbekistan	Uzbekistan	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Vanuatu	Vanuatu	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Venezuela	Venezuela (Bolivarian Republic of)	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Viet_Nam	Viet Nam	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Wallis_and_Futuna_Is	Wallis and Futuna Islands	loc;territory;area;region;nonself;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Yemen	Yemen	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Yemen_1990	Yemen_1990	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Yugoslavia	Yugoslavia	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Zaire	Zaire	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Zambia	Zambia	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#Zimbabwe	Zimbabwe	loc;territory;area;country;region;self;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6			
http://aims.fao.org/aos/geopolitical.owl#central_America	central America	loc;http://aims.fao.org/aos/geopolitical.owl#group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6			
http://aims.fao.org/aos/geopolitical.owl#central_Asia	Central Asia	loc;http://aims.fao.org/aos/geopolitical.owl#group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6			
http://aims.fao.org/aos/geopolitical.owl#eastern_Africa	eastern Africa	loc;http://aims.fao.org/aos/geopolitical.owl#group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6			
http://aims.fao.org/aos/geopolitical.owl#eastern_Asia	eastern Asia	loc;http://aims.fao.org/aos/geopolitical.owl#group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6			
http://aims.fao.org/aos/geopolitical.owl#eastern_Europe	eastern Europe	loc;http://aims.fao.org/aos/geopolitical.owl#group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6			
http://aims.fao.org/aos/geopolitical.owl#middle_Africa	middle Africa	loc;http://aims.fao.org/aos/geopolitical.owl#group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6			
http://aims.fao.org/aos/geopolitical.owl#northern_Africa	northern Africa	loc;http://aims.fao.org/aos/geopolitical.owl#group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6			
http://aims.fao.org/aos/geopolitical.owl#northern_America	North America	loc;http://aims.fao.org/aos/geopolitical.owl#group;area;region;continent;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6			
http://aims.fao.org/aos/geopolitical.owl#northern_Europe	northern Europe	loc;http://aims.fao.org/aos/geopolitical.owl#group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6			
http://aims.fao.org/aos/geopolitical.owl#south-eastern_Asia	south-eastern Asia	loc;http://aims.fao.org/aos/geopolitical.owl#group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6			
http://aims.fao.org/aos/geopolitical.owl#southern_Africa	southern Africa	loc;http://aims.fao.org/aos/geopolitical.owl#group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6			
http://aims.fao.org/aos/geopolitical.owl#southern_Asia	southern Asia	loc;http://aims.fao.org/aos/geopolitical.owl#group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6			
http://aims.fao.org/aos/geopolitical.owl#southern_Europe	southern Europe	loc;http://aims.fao.org/aos/geopolitical.owl#group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6			
http://aims.fao.org/aos/geopolitical.owl#western_Africa	western Africa	loc;http://aims.fao.org/aos/geopolitical.owl#group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6			
http://aims.fao.org/aos/geopolitical.owl#western_Asia	western Asia	loc;http://aims.fao.org/aos/geopolitical.owl#group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6			
http://aims.fao.org/aos/geopolitical.owl#western_Europe	western Europe	loc;http://aims.fao.org/aos/geopolitical.owl#group;area;region;thing;bfo141;bfo1;bfo2;geo;bfo4;georegion;bfo6			
http://dbpedia.org/resource/Alabama	Alabama	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Alaska	Alaska	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Arizona	Arizona	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Arkansas	Arkansas	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/California	California	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Colorado	Colorado	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Connecticut	Connecticut	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Delaware	Delaware	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Florida	Florida	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Georgia	Georgia	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Hawaii	Hawaii	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Idaho	Idaho	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Illinois	Illinois	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Indiana	Indiana	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Iowa	Iowa	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Kansas	Kansas	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Kentucky	Kentucky	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Louisiana	Louisiana	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Maine	Maine	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Maryland	Maryland	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Massachusetts	Massachusetts	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Michigan	Michigan	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Minnesota	Minnesota	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Mississipi	Mississipi	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Missouri	Missouri	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Montana	Montana	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Nebraska	Nebraska	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Nevada	Nevada	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/New_Hampshire	New Hampshire	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/New_Jersey	New Jersey	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/New_Mexico	New Mexico	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/New_York	New York	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/North_Carolina	North Carolina	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/North_Dakota	North Dakota	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Ohio	Ohio	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Oklahoma	Oklahoma	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Oregon	Oregon	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Pennsylvania	Pennsylvania	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Rhode_Island	Rhode Island	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/South_Carolina	South Carolina	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/South_Dakota	South Dakota	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Tennessee	Tennessee	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Texas	Texas	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Utah	Utah	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Vermont	Vermont	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Virginia	Virginia	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Washington	Washington	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/West_Virginia	West Virginia	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Wisconsin	Wisconsin	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://dbpedia.org/resource/Wyoming	Wyoming	loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6	United States of America		
http://vivo.school.edu/individual/1013029227	Richmond	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Virginia	37.5314	-77.476
http://vivo.school.edu/individual/1035662568	Olathe	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Kansas	38.8843	-94.8188
http://vivo.school.edu/individual/1042241611	Pasadena	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	34.1606	-118.1396
http://vivo.school.edu/individual/1077270824	Fort Worth	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Texas	32.7795	-97.3463
http://vivo.school.edu/individual/1084060438	Burbank	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	34.189	-118.3249
http://vivo.school.edu/individual/1124625818	Riverside	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	33.9381	-117.3932
http://vivo.school.edu/individual/1220574291	Norfolk	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Virginia	36.923	-76.2446
http://vivo.school.edu/individual/1303942692	Birmingham	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Alabama	33.5274	-86.799
http://vivo.school.edu/individual/1331233848	Shreveport	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Louisiana	32.467	-93.7927
http://vivo.school.edu/individual/1340606941	Boston	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Massachusetts	42.332	-71.0202
