uri	name	state	lat	long
http://vivo.school.edu/individual/1013029227	Richmond	Virginia	37.5314	-77.476
http://vivo.school.edu/individual/1035662568	Olathe	Kansas	38.8843	-94.8188
http://vivo.school.edu/individual/1042241611	Pasadena	California	34.1606	-118.1396
http://vivo.school.edu/individual/1077270824	Fort Worth	Texas	32.7795	-97.3463
http://vivo.school.edu/individual/1084060438	Burbank	California	34.189	-118.3249
http://vivo.school.edu/individual/1124625818	Riverside	California	33.9381	-117.3932
http://vivo.school.edu/individual/1220574291	Norfolk	Virginia	36.923	-76.2446
http://vivo.school.edu/individual/1303942692	Birmingham	Alabama	33.5274	-86.799
http://vivo.school.edu/individual/1331233848	Shreveport	Louisiana	32.467	-93.7927
http://vivo.school.edu/individual/1340606941	Boston	Massachusetts	42.332	-71.0202
http://vivo.school.edu/individual/1377748965	Escondido	California	33.1336	-117.0732
http://vivo.school.edu/individual/1418499808	West Jordan	Utah	40.6023	-112.001
http://vivo.school.edu/individual/1419851875	Athens	Georgia	33.9496	-83.3701
http://vivo.school.edu/individual/1432115235	Washington	District of Columbia	38.9041	-77.0171
http://vivo.school.edu/individual/1458414250	Oxnard	California	34.2023	-119.2046
http://vivo.school.edu/individual/1502558251	Corona	California	33.8624	-117.5639
http://vivo.school.edu/individual/1529203483	High Point	North Carolina	35.9855	-79.9902
http://vivo.school.edu/individual/1534940746	Dayton	Ohio	39.7774	-84.1996
http://vivo.school.edu/individual/1624419176	Seattle	Washington	47.6205	-122.3509
http://vivo.school.edu/individual/1651872505	Tempe	Arizona	33.3884	-111.9318
http://vivo.school.edu/individual/1658862358	Bellevue	Washington	47.5978	-122.1565
http://vivo.school.edu/individual/1703531238	San Bernardino	California	34.1393	-117.2953
http://vivo.school.edu/individual/171064840	Frisco	Texas	33.151	-96.8193
http://vivo.school.edu/individual/172390843	Hialeah	Florida	25.8699	-80.3029
http://vivo.school.edu/individual/1761294392	Alexandria	Virginia	38.8183	-77.082
http://vivo.school.edu/individual/1775577766	Mobile	Alabama	30.6684	-88.1002
http://vivo.school.edu/individual/1835282518	Henderson	Nevada	36.0122	-115.0375
http://vivo.school.edu/individual/1913954549	Yonkers	New York	40.9459	-73.8674
http://vivo.school.edu/individual/1964478700	Independence	Missouri	39.0853	-94.3513
http://vivo.school.edu/individual/1991521874	Boulder	Colorado	40.0175	-105.2797
http://vivo.school.edu/individual/2140252468	Davenport	Iowa	41.5541	-90.604
http://vivo.school.edu/individual/2224171361	Newark	New Jersey	40.7242	-74.1726
http://vivo.school.edu/individual/2258084070	Indianapolis	Indiana	39.7767	-86.1459
http://vivo.school.edu/individual/2361138336	Joliet	Illinois	41.5181	-88.1584
http://vivo.school.edu/individual/2373895596	Toledo	Ohio	41.6641	-83.5819
http://vivo.school.edu/individual/241167267	Rialto	California	34.1118	-117.3883
http://vivo.school.edu/individual/2462439372	Durham	North Carolina	35.981	-78.9056
http://vivo.school.edu/individual/2501780635	Cincinnati	Ohio	39.1399	-84.5064
http://vivo.school.edu/individual/2609197154	Warren	Michigan	42.4929	-83.025
http://vivo.school.edu/individual/2655826980	North Las Vegas	Nevada	36.283	-115.0893
http://vivo.school.edu/individual/2669041271	Madison	Wisconsin	43.0878	-89.4301
http://vivo.school.edu/individual/2701933249	Waco	Texas	31.5601	-97.186
http://vivo.school.edu/individual/2760389568	Carolina	Puerto Rico	18.381	-65.957
http://vivo.school.edu/individual/2825087831	West Palm Beach	Florida	26.7483	-80.1266
http://vivo.school.edu/individual/2836854420	Antioch	California	37.9775	-121.7976
http://vivo.school.edu/individual/2868665341	Lincoln	Nebraska	40.809	-96.6804
http://vivo.school.edu/individual/2904574350	Long Beach	California	33.8091	-118.1553
http://vivo.school.edu/individual/2936129424	Rochester	Minnesota	44.0154	-92.4772
http://vivo.school.edu/individual/2973458699	Waterbury	Connecticut	41.5585	-73.0367
http://vivo.school.edu/individual/3005705945	Clearwater	Florida	27.9795	-82.7663
http://vivo.school.edu/individual/3044957346	Miami Gardens	Florida	25.9489	-80.2436
http://vivo.school.edu/individual/3096552200	Carrollton	Texas	32.9884	-96.8998
http://vivo.school.edu/individual/3163697429	Santa Clara	California	37.3646	-121.9679
http://vivo.school.edu/individual/3200099588	Bridgeport	Connecticut	41.1874	-73.1957
http://vivo.school.edu/individual/3202254249	Thousand Oaks	California	34.1933	-118.8742
http://vivo.school.edu/individual/3233536063	West Valley City	Utah	40.6885	-112.0118
http://vivo.school.edu/individual/3248325876	Ann Arbor	Michigan	42.2756	-83.7313
http://vivo.school.edu/individual/3289835508	Charlotte	North Carolina	35.2087	-80.8307
http://vivo.school.edu/individual/3338883434	Columbia	Missouri	38.9479	-92.3261
http://vivo.school.edu/individual/338334941	Spokane	Washington	47.6736	-117.4166
http://vivo.school.edu/individual/3404850411	Downey	California	33.9382	-118.1309
http://vivo.school.edu/individual/3499934445	Sunnyvale	California	37.3858	-122.0263
http://vivo.school.edu/individual/3499957221	Ontario	California	34.0395	-117.6088
http://vivo.school.edu/individual/3528041944	Cary	North Carolina	35.7821	-78.8141
http://vivo.school.edu/individual/3528600136	Stamford	Connecticut	41.0799	-73.546
http://vivo.school.edu/individual/3541762862	Port St. Lucie	Florida	27.281	-80.3838
http://vivo.school.edu/individual/3568944010	Pittsburgh	Pennsylvania	40.4398	-79.9766
http://vivo.school.edu/individual/361430505	Baltimore	Maryland	39.3002	-76.6105
http://vivo.school.edu/individual/3639784891	Santa Rosa	California	38.4468	-122.7061
http://vivo.school.edu/individual/3663757509	Wichita	Kansas	37.6907	-97.3427
http://vivo.school.edu/individual/3672875471	Miramar	Florida	25.977	-80.3358
http://vivo.school.edu/individual/3677198307	Sterling Heights	Michigan	42.5812	-83.0303
http://vivo.school.edu/individual/3712188294	Oakland	California	37.7699	-122.2256
http://vivo.school.edu/individual/3764814631	Tucson	Arizona	32.1543	-110.8711
http://vivo.school.edu/individual/3854357846	San Francisco	California	37.7751	-122.4193
http://vivo.school.edu/individual/3870066966	Grand Prairie	Texas	32.6842	-97.021
http://vivo.school.edu/individual/3872903623	Phoenix	Arizona	33.5722	-112.088
http://vivo.school.edu/individual/3873462505	Fargo	North Dakota	46.8652	-96.829
http://vivo.school.edu/individual/387668109	Oklahoma City	Oklahoma	35.4671	-97.5137
http://vivo.school.edu/individual/3897858313	Newport News	Virginia	37.076	-76.5217
http://vivo.school.edu/individual/3905958668	Huntsville	Alabama	34.7843	-86.539
http://vivo.school.edu/individual/3910290067	Elk Grove	California	38.4144	-121.3849
http://vivo.school.edu/individual/3996845428	Coral Springs	Florida	26.2708	-80.2593
http://vivo.school.edu/individual/4073046212	Victorville	California	34.5277	-117.3536
http://vivo.school.edu/individual/4073507608	Charleston	South Carolina	32.8179	-79.9589
http://vivo.school.edu/individual/4135667386	Inglewood	California	33.9561	-118.3443
http://vivo.school.edu/individual/4153480226	Kent	Washington	47.3853	-122.2169
http://vivo.school.edu/individual/4160294944	Jackson	Mississippi	32.3158	-90.2128
http://vivo.school.edu/individual/4163402642	Odessa	Texas	31.8804	-102.3434
http://vivo.school.edu/individual/4164078460	Peoria	Arizona	33.7877	-112.3111
http://vivo.school.edu/individual/4167443820	New York City	New York	40.6643	-73.9385
http://vivo.school.edu/individual/4177773942	Glendale	Arizona	33.5331	-112.1899
http://vivo.school.edu/individual/4186168396	New Orleans	Louisiana	30.0686	-89.939
http://vivo.school.edu/individual/4222004017	Gilbert	Arizona	33.3102	-111.7422
http://vivo.school.edu/individual/42570644	Centennial	Colorado	39.5906	-104.8691
http://vivo.school.edu/individual/4283168819	Hartford	Connecticut	41.766	-72.6833
http://vivo.school.edu/individual/4296890488	Fullerton	California	33.8857	-117.928
http://vivo.school.edu/individual/4303640831	Knoxville	Tennessee	35.9709	-83.9465
http://vivo.school.edu/individual/4352456192	Wichita Falls	Texas	33.9067	-98.5259
